0000005073|375
0000030052|374
0000828651|373
0000064970|373
0000067836|373
0000024726|372
0000871769|372
0000033999|372
0000704859|372
0000014310|372
0000005123|372
66-0736233|372
0000027847|371
0000019755|371
0000017658|371
23-3102701|370
0000712423|370
0000000089|370
0000066638|370
0000706278|369
0000819855|369
0000058604|369
0000013716|368
0000029786|368
0000031100|368
0000016636|368
0000015684|367
0000015545|367
0000010255|367
0000010180|366
0000702631|366
0000011583|366
0000018198|366
0000010578|365
0000704559|365
46-1836968|365
0000066872|365
0000025088|365
7658800002|363
0000066597|363
81-2535190|363
0000024430|363
0000034837|362
0000013242|362
0000061552|361
0000017884|361
0000028211|361
0000034524|360
0000067290|359
0000000893|359
0000008745|359
0000015912|359
91-2006136|359
20-2684905|359
0000017842|359
0000969424|358
0000011316|358
0000034728|358
0000068359|357
0000062236|357
0000061716|356
0000000077|356
43-1779519|356
0000026955|356
76-0565087|356
0000060509|356
0000928618|356
0000017514|356
0000003387|356
66-0669989|355
0000024719|355
0000061823|355
0000027763|355
0000008486|354
95-4249171|353
0000012229|353
47-3566124|353
0000021699|352
0000704255|352
0000005694|352
0000716697|351
0000066835|351
68-0572881|351
0000024557|351
0000011544|351
0000699105|350
0000068430|350
0000028533|350
0000554857|350
0000186717|350
0000062160|350
0000090245|349
0000005029|349
0000068256|349
0000014564|349
0000019085|348
0000703767|348
0000701283|348
0000024553|348
20-8552989|348
7245000003|347
0000497039|347
0000002191|346
0000020698|346
0000006574|346
11-3019327|346
0000060522|345
0000031255|345
0000097085|345
0000029520|345
0000005415|345
0000014029|345
0000010536|344
0000007404|344
0000290052|344
72-0506617|344
0000715144|344
0002668598|343
0000703870|343
0000058255|342
0000034254|342
0000066983|342
0000033458|341
0000035541|341
0000010678|341
0000057919|341
0000001368|341
0000060438|340
52-2240353|340
0000013741|340
0000065856|340
0000033508|339
0000487357|339
0000004857|339
65-1078899|339
0000066595|338
0000014252|337
0000029839|337
0000705798|337
0000067668|336
0000024812|336
0000004620|335
0000715018|335
88-0505956|334
0000060056|334
0000067864|334
0001447639|333
0000001476|333
0000859002|333
0000066818|332
0000003124|332
0000000619|332
0000008904|331
0000013063|330
0000012082|330
06-0800610|330
0000024568|330
0000090235|329
0000060238|329
0623009990|329
1257809990|329
0000717997|328
0000702610|328
0000008660|328
0000910118|328
0000019401|328
0000060105|328
0000057162|327
0000064150|326
0000106359|326
0000058816|326
20-4459706|326
0000011670|326
0000009582|326
42-1586715|326
0000004048|325
0000066424|325
27-4541183|324
0000001060|324
0000065656|324
0000062141|323
0000009536|323
0000012203|323
20-0976388|323
41-2261870|323
0000015496|323
0000414102|323
0000061170|322
74-1110065|322
0000068241|322
0000011144|322
7608800001|322
0000096753|321
0000005648|321
0000061637|321
76-0762186|321
0000785473|321
47-3626298|320
45-2965086|320
20-5868249|320
0000057348|319
04-3128200|318
0000019304|318
0000830542|318
0000068672|318
0000058699|317
0000090297|317
0000018402|317
0000189129|317
66-0356747|317
0000022874|316
0000018484|316
0000058892|316
0000029782|316
0000066359|316
0000010174|315
0000009423|315
0000858528|315
0000013516|315
0000024685|314
0000000698|314
0000031461|314
0000009888|314
0000009803|314
0000014507|314
0000646453|314
0000017117|313
0000010378|312
0000057497|312
0000671147|312
0000068439|312
20-3450673|312
0000011952|312
0000013828|312
0000068046|311
0000024311|311
13-3442065|310
0000033806|310
0000001700|310
0000009607|309
0000005019|309
0000063799|309
0000010699|308
0000014334|308
0000005981|308
0000009988|307
0000701330|307
46-1565216|307
0000058013|307
0000030332|307
0000001253|307
0000022157|307
0000017484|307
0000020093|304
0000066365|304
0000010007|303
0000863746|303
0000015969|303
0000017960|303
0000707056|302
0000007266|302
0000001472|302
0000008667|302
0000016849|302
0000539377|302
0000018204|301
0003525577|301
0000009189|301
0000015714|300
0000006160|300
0000062736|300
0000061185|300
0000063932|299
0000703069|298
0000005629|298
0000024250|298
95-4575252|298
0000018266|298
0000068664|298
0000705902|297
0000001711|297
20-2553605|297
0000466754|297
20-1255434|297
0000014065|297
0000499453|296
0000702893|296
26-3958508|296
0000011554|296
0000003393|295
0000749635|295
0002736291|295
0000015605|294
0000026451|294
0000006665|294
0000006885|293
0000013055|293
0000010829|293
0000017115|293
0000013292|293
0000060801|293
0000066924|292
0000018509|292
0000012308|292
0000029056|292
0000018594|291
0000015401|291
45-2816712|291
0000018190|291
0000020179|291
0000703519|291
0000022559|291
0000068456|290
71-0697350|290
0000013944|290
38-2964508|290
0000015934|290
0000003601|289
0000011300|289
0000719656|289
0000705153|289
0000024534|289
0000722816|288
0000009244|288
0000000088|288
0000020856|288
0000035257|288
0000030039|287
0000701997|287
0000024829|287
0000266945|287
0000362717|287
0000015592|287
0000063300|287
0000015423|286
0000024181|286
0000026395|286
0000015932|286
0000005956|286
0000058889|286
0000028530|285
0000011772|285
0000068578|285
0000012166|284
0000064441|284
0000029847|284
0000065078|284
0000061159|284
0000000303|283
0003437166|283
26-0698083|283
0000020231|283
04-3568208|283
0000024353|283
0000068575|282
0000055130|282
0000018054|282
0000013264|282
7327200005|282
56-2148606|282
0000700041|282
0000017642|281
0000030637|281
45-4767165|281
0000001409|281
0000002535|281
0000016825|280
26-0591964|280
0000123646|280
0000063272|280
0000247140|280
0000009437|280
0000001717|280
0000703862|279
0000014447|279
0002219664|279
0000002759|279
81-4978092|278
0000027238|278
0000009737|278
0000012955|278
0000035117|278
0000015463|278
0000702502|278
0000005913|278
0000068646|278
0000702578|278
0000010363|278
0000008218|277
0000067927|277
0000001845|277
0000062076|276
0000007091|276
0000004745|276
0000068530|276
0000014762|276
0000006778|275
0000058095|275
0000019744|275
41-2277737|275
0000013897|274
0000717955|274
0000001154|274
0000700470|274
0000066430|274
0000000058|274
0000034978|274
26-4221599|273
0000021530|273
0000580155|273
0000024702|273
0000090181|273
0000718043|272
0000062426|272
0000026336|272
0000433943|272
0000001148|271
0000067841|271
0000008800|271
23-2711801|270
0000066824|270
0000061657|270
0000020041|270
0000060583|270
0000000622|270
46-2077362|270
0000013109|269
0000068840|269
0000068373|269
0000034325|269
0000982348|269
0000704755|268
0000004093|268
0000017120|268
0000465243|267
0000012828|267
0000016405|267
0000004187|267
0000068597|266
0000015977|266
0000035568|266
42-1295369|266
0000066710|266
0000022637|266
0000064342|265
0000016307|265
0000005431|264
0000066699|264
72-1333433|264
0000029009|264
46-4215283|264
0000063532|264
0000065861|264
0000012204|263
0000068443|263
0000017910|263
0000311050|263
0000005267|262
0000618740|262
0000025173|262
33-1131083|262
0000035406|262
32-0117926|262
0000009604|261
0000140018|261
66-0563608|261
54-0756781|261
38-3566754|261
0000009986|261
0000004945|261
0000067252|261
0000034803|260
0000027381|260
0000015953|260
0000019638|260
20-0013136|260
81-2156653|260
0000090291|259
0000067264|259
0000000902|259
0000001815|259
65-1211106|259
0000010646|258
0000028513|258
0000017741|258
0000026559|257
0000010168|257
0003041974|257
0000068667|257
0000027601|257
20-4515212|257
0000026605|256
0000005636|256
0000012627|256
0000008941|256
0000005907|256
0000024223|256
0000068595|255
0000024214|255
22-3932984|255
46-3061185|255
0000019448|255
51-0415301|254
47-2565675|254
47-5335121|254
0000005912|254
0000012898|254
0000003439|254
0000023090|254
0000007714|253
0000479839|253
0000026912|253
0000024292|253
0000007316|253
0000708190|253
0000708286|252
0000068594|252
0000031158|252
0000057540|252
0000014898|252
26-1598586|252
0000008428|252
80-0832417|252
0000702657|251
0000011578|251
0000024875|251
26-0532645|251
0000139553|251
0003812147|251
0000090251|251
0000011771|250
0000007814|250
0000018710|250
0000011459|250
0000016249|250
0000032084|249
0000028807|249
0000704171|249
0000027510|249
0000016757|249
0000012199|249
20-5041532|249
0000015809|248
0000062026|248
46-1770128|248
0000007910|248
0000027943|248
0000024861|248
0000067270|248
0000015046|248
0005112926|247
0000020353|247
0000064880|246
0000026634|246
0000034425|246
0000017162|246
0000786555|246
0000013023|246
0000019716|246
0000013347|245
0000005477|245
0000004265|245
0000003576|245
0000014492|245
0000067761|244
5460909991|244
0000021751|244
0000015820|244
26-4771220|244
7310100001|243
59-2472569|242
0000625654|242
66-0737374|242
0000703758|242
0003221468|242
0000007875|242
0000231149|242
0000734613|241
0000063133|241
0000008405|240
0000017764|240
26-2916887|240
0000066376|239
0000001705|238
0000029690|238
0000068374|238
0000090227|238
0000010848|238
65-0882429|238
0000068383|237
0000403151|237
0002793593|237
0000034146|237
0000024279|237
0000708059|237
0000009669|236
0000035426|236
0000196800|236
0000024798|235
0000062799|235
0000006662|235
0000068643|235
95-4657278|234
77-0329262|234
0000026455|234
0000019532|234
72-1591908|233
0000022931|233
0000009204|233
0000022308|232
0000002147|232
0000068053|232
0000701830|232
0000068459|232
0000059074|232
0000066585|232
0000066258|232
0000012874|232
0002239288|231
91-1842269|231
0000030431|231
0000708007|231
0000005216|230
0000722432|230
0000045826|230
0000058107|230
11-3647435|230
0000068460|230
0000034240|230
0000001331|230
0000019440|229
66-0696278|229
0000677644|229
0000000444|229
0026341647|229
0000022327|229
0000004076|228
0000010677|228
0000004015|228
0000068673|227
0000020448|227
0000012781|227
0000097068|227
0000016753|227
46-0492823|227
0000008021|227
0000019396|226
0000000160|226
0000018258|226
7673900008|226
22-2999585|226
0000090208|226
0000067681|226
0000017748|225
0000000445|225
0000061741|225
0000008576|224
0000063958|224
0000007723|224
0000717935|223
0000016652|223
0000066787|223
0000331713|222
0000034409|222
0000062710|222
0000015519|222
0000001195|221
0000018467|221
0000001513|221
0000068385|221
0000023806|221
0000015085|221
0000016892|220
0000011397|220
0000017123|220
0000008354|220
0000214722|219
0000068215|219
0000703866|219
0000024425|219
0000001047|219
0000057598|219
0000004137|219
0000704194|219
0000067465|219
0000031236|219
0000022015|218
0000033645|218
0000022883|218
0003253571|218
0000002477|218
0000001083|218
0000417626|218
0000008110|218
0000006743|218
0000853112|218
0000017068|217
0002360904|217
0000017672|217
0000017587|217
0000035465|217
58-1253290|216
0000011569|216
0000067875|216
0000067709|216
0000001655|216
0000090311|216
0000007590|215
0000753324|215
0000009759|215
0000005151|215
0000016689|215
27-0022323|215
0000014361|214
0000028396|214
0000899428|214
0000705957|214
0000010157|214
0000011836|214
0000057626|213
0000010973|213
0000008152|213
66-0690568|213
0000010643|213
0000060823|213
0000002476|213
0000015650|212
0000019980|212
0000020156|212
0000008693|212
95-4441070|212
0000014629|212
0000637451|212
0000018637|211
0003807826|211
0000060816|211
0000009665|211
0000001207|211
0000704246|211
0000014091|211
0000023773|211
0000068434|211
0000045551|211
0000030819|211
0000023546|210
0000001303|210
0000068038|210
0000015305|210
0000057463|210
0000058689|210
46-1954392|209
0000016032|209
95-4196389|209
0000002131|209
0000063789|209
0000021971|208
0000007064|208
0000068449|208
0000015990|208
0000029809|207
27-0411463|207
0000061790|206
0000005685|206
0000034977|206
34-1691741|206
87-0675992|206
0000990352|206
63-1254889|205
0000008796|205
0000012165|205
0000014479|205
0000011116|205
0000007614|205
0000010254|205
0000015562|205
0002434113|205
0000024327|204
0000060457|204
13-3432069|204
0000014974|204
0000695349|204
7909900008|204
0000703781|204
0000008798|204
0000011699|204
0000034241|204
0000003943|203
0000024219|203
31-1712553|203
0000030707|203
0000035165|203
0000090203|203
0002693264|203
0000013605|202
0000700641|202
0000068653|202
0000001199|202
0000013107|202
0000057124|202
0000000877|202
0000013216|201
0000009320|201
0000705740|201
20-8207683|201
04-3579800|201
0000027269|201
0000604024|200
0000014113|200
0000029829|200
0000813853|200
0000012936|200
0000009314|200
66-0476427|200
0000019358|199
0000004664|199
73-1506065|199
0000023827|199
0000035320|199
0000018200|199
0000016332|199
0000004208|199
0000274829|199
0000576952|198
0000475354|198
0000002357|198
0000068641|198
0000909055|198
0000024495|198
0000024543|198
0000003105|198
0000062217|198
0000014209|198
0000009208|198
0000005271|198
57-1100416|197
0000016840|197
0000010834|197
0000991621|197
0000026715|197
0000013479|197
0002826316|197
0000023152|197
0000010375|196
0000062641|196
0000027332|196
0000024552|196
0000020558|196
0000034384|196
0000013054|195
0000063250|195
37-1655726|195
0000011423|195
0000026484|195
0000590949|195
0000067541|195
0000068342|195
38-3498118|195
0000026601|195
0003357910|194
0000703043|194
0000623454|194
0000019681|194
0000005528|194
0000004160|194
0000011723|194
0000024673|193
05-0490825|193
0000004931|193
0000015966|193
0000010685|193
0000064759|193
0000000275|193
0000000109|193
0000701611|193
0000057542|193
0000027686|192
0000012968|192
0000057097|192
0001004470|192
0000008200|192
0000009319|192
0000068210|192
0000009859|191
0000066594|191
0000035020|191
45-2969502|191
0000000193|191
0000718063|190
0000011669|190
0000019525|190
0000024808|190
0000163370|190
0000645317|190
0000014328|190
0000184142|190
0000068606|190
0000011407|190
0000026555|190
0000060160|189
0000063196|189
0000015206|189
0000015830|189
0000004934|189
0000001402|189
0000006722|189
0000015482|189
0000718140|189
0000011739|189
0000021930|189
0000700311|189
0000065138|189
3733609993|188
0000017108|188
0000014863|188
0000024871|188
0000700133|188
0000000306|188
0000005850|187
0000009322|187
0000018584|187
0000020061|187
0000014757|187
45-3979890|187
43-1937428|187
0000736550|187
0000034566|187
0000702983|187
0000712117|187
7638200000|186
0000018022|186
0000952846|186
0000002742|186
0000016595|186
0000014769|186
0000009760|186
0000014568|185
0000006161|185
0000013025|185
7570000007|185
46-4124053|185
0003325759|185
0000017767|185
0000709143|185
0000223005|185
0000018059|184
46-1046733|184
0000022081|184
0000014028|184
0000057754|184
0000004705|184
0001479470|184
0000030119|184
0000000205|184
0000068415|184
0003536407|184
0000065088|184
0000017476|184
0000009463|184
0001014853|183
0000016076|183
0000026856|183
0000009037|183
0000007909|183
0000000661|182
0000028635|182
0000702349|182
0000003830|182
0000016803|182
0000034982|182
0000024491|181
0000068237|181
0000007688|181
46-1843436|181
0000022451|181
0000010608|181
0000029058|181
0002142155|181
0000957757|181
0000006375|181
0000068471|181
0000006275|181
0000009047|181
0000024202|181
0000058648|181
0000012977|180
0000067508|180
0000013290|180
0000024114|180
0000015698|180
0000010214|180
0000068505|180
0000012017|180
0000012079|180
0000013240|180
0000703997|180
0000058000|180
0000009160|179
0000065082|179
0000004860|179
0000018194|179
0000011299|179
0000068021|179
0000008056|178
0000028818|178
0000706503|178
0000068628|178
0000062155|178
47-4252448|178
0000017089|178
0000782306|177
0000065595|177
0000034742|177
0000035417|177
0000227151|177
0000016897|177
7169400005|177
0000886204|176
0000062872|176
0000666657|176
0000011001|176
0000058935|176
0000002744|176
0000000325|176
36-3935147|176
0000976226|175
0002785646|175
0000090259|175
0000010015|175
0000012869|175
0000528960|175
0000061186|175
0000003615|175
0000057874|175
0000032021|175
0000701149|175
0000001660|174
74-2884353|174
0000012616|174
0000004024|174
0000939070|174
0000933023|174
0000061598|174
0000012458|173
0000034332|173
0000010693|173
0000006058|173
0000066844|173
0000002359|173
0000009080|173
0000380458|172
0000004032|172
0000065597|172
0000068587|172
0000012299|172
0000015282|172
0000027824|172
0000005466|172
0000005380|172
0000033708|172
0000016389|171
0000013565|171
0000000294|171
47-0996983|171
0000020496|171
0000006681|170
0000000497|170
0000005852|170
0000705506|170
0000017001|169
0000068502|169
0000020600|169
0000015443|169
46-3595024|169
0000034397|169
0000024235|169
0000068444|169
0000057091|169
0000067012|169
13-3602661|169
11-3469077|169
0000010853|169
0000007613|169
0000010572|169
0000009071|169
0000025726|169
0000009529|169
91-1465333|168
0000007609|168
0000703920|168
0000703552|168
0000014333|168
0000022597|167
0000060968|167
0000011953|167
0000024567|167
0000068482|167
0000008526|167
27-1209306|167
77-0563974|167
0000002157|167
0000009631|166
0000185859|166
0000035022|166
0000061605|166
0000058048|166
0000004792|166
0000012164|166
0000397755|166
0000063545|165
0000096761|165
0000066353|165
0000704369|165
0000010100|165
84-1599785|165
0000019573|165
0000006053|165
0000058164|165
0000009791|165
0000718024|165
37-1273743|165
0000022286|164
0000019510|164
0000003956|164
0000014692|164
0000018361|164
0000024173|164
68-0184796|163
0000035543|163
0000026575|163
0000061525|163
0000006137|163
0000003907|163
0000063584|163
0000019212|163
25-1416138|163
0000009647|163
0000057554|163
0000004878|163
0000002441|162
0000540056|162
0000029800|162
0000450959|162
0000067262|162
0000005615|162
0000256058|162
0000031043|162
23-2983299|162
0000058651|161
0000004122|161
0000013112|161
0000019116|161
0000024573|161
0000030219|161
0000009486|161
0000005612|161
0000020623|161
0000027711|161
0000057888|160
0000057425|160
0000011623|160
0000027723|160
0000033753|160
0000014510|160
0000009106|160
0000017614|160
0001216826|160
0000002024|160
0000009517|160
0000067669|160
0000001536|159
0000016213|159
0000017736|159
0000877154|159
76-0735903|159
0000033119|159
0000004219|159
56-1447645|159
0000028788|159
0000003291|159
0000032532|158
0000002326|158
0000003711|158
0000269049|158
0000005768|158
0000007087|158
0000011431|158
0000006832|158
0000704241|158
0000017751|158
0000003869|158
0000066652|158
0000703019|158
0000009024|158
72-1377275|158
0000057621|158
0000368951|158
0000057810|158
0000010696|157
0000034052|157
0000551016|157
0000000491|157
0000062903|157
32-0029618|157
0000188720|157
1031600004|157
0000012729|157
0000097107|157
0000014720|157
0000033188|157
0000066675|156
0000006091|156
0000019001|156
0000010687|156
0000057813|156
0000018355|156
0000068423|156
0000009068|156
0000009023|156
0000027799|156
0001015560|156
0000032718|156
0000781028|155
0000024199|155
0000058745|155
0000014445|155
0000008854|155
0000003180|155
0000067347|155
0000035292|155
0000020861|155
0000192147|155
66-0228482|155
0000034058|155
0000003817|155
0000008811|155
0000011412|154
0000016175|154
0000004915|154
0000021658|154
0000035276|154
0000010118|154
0000034116|154
0000007608|154
0000016958|154
0000065421|154
27-0191461|153
0000034386|153
0000066760|153
0000067344|153
0000065378|153
0000024824|153
0003688623|153
0000012322|153
0000062322|153
0000704492|153
0000015703|152
0000005229|152
0000022346|152
0000097089|152
0000060255|152
0000703575|152
0000003972|152
0000068647|152
0000009589|152
0000010380|152
0000024490|151
0000703773|151
77-0575554|151
0000018566|151
0000014680|151
0000066437|151
0000456157|151
0000014914|151
0000063289|151
0000002740|151
0000065063|150
0000034311|150
0000068623|150
0000068441|150
0000061748|150
0000000402|150
0000057369|150
0000005885|150
0000068301|149
0000015011|149
0000005635|149
0000004994|149
0000006176|149
0000011520|149
0000030248|149
0000024136|149
61-1154657|149
0000014995|149
0000026530|149
0000034812|149
0000013431|148
0000010408|148
0000017128|148
0000009500|148
0000058316|148
0000062905|148
0000012484|148
0000034685|148
0000028841|148
0000016539|148
0000004619|147
0000009924|147
0000029121|147
0000008761|147
0000016410|147
52-1845409|147
0000002469|147
0000687951|147
0000025144|147
0000708183|146
0000066423|146
0000065299|146
0000004398|146
0000000361|146
0000021928|146
0000034936|146
0000061792|146
0000010406|146
47-3715280|146
0000028222|145
0000010494|145
0000008439|145
0000067625|145
0000068479|145
0000025137|145
0000017548|145
0000014176|145
0000023376|145
95-3363852|145
0000008816|145
0000035100|144
39-0808592|144
0000008128|144
0000017319|144
0000057511|144
0000009119|144
0000034401|144
0000025158|144
0000007461|144
0000026444|144
0000060728|144
0000700566|143
0000011539|143
0000009296|143
0000018229|143
20-0236095|143
0000023516|143
0000090146|143
0000023605|143
0000018100|143
0000057483|143
0000010354|143
0002954330|143
0000008345|143
0000027118|143
0000015242|143
0000029878|143
0000004980|142
0000005874|142
0000000039|142
0000713138|142
20-5479066|142
0000013190|142
0000057127|142
0000645465|142
27-3489257|142
0000028778|142
0046394233|142
0000007297|141
0000001808|141
0000014410|141
0000018716|141
0000005796|141
91-1395192|141
0000026725|141
0000057249|141
0000012697|141
0000000266|141
0000007346|141
0000257756|141
0000008035|141
0002685296|140
0000007123|140
0000027119|140
0000011432|140
0000019333|140
0002618780|140
0000001373|140
0000002467|140
0000013951|140
0000713480|140
0000654300|140
0000063098|140
0000024358|140
0000024949|140
0000005568|139
0000058105|139
0000160650|139
0000018519|139
0000011782|139
0000062340|139
0000005571|139
0000067494|139
0000016629|138
65-0447670|138
0000066734|138
0000018550|138
0000034076|138
0000016075|138
0000034934|138
0000528102|138
0000010473|137
0000012706|137
0000026760|137
38-2849685|137
0000067329|137
0000064171|137
0000707547|137
0000012236|137
0000068225|137
0000024649|137
0000019234|137
0000015307|136
22-2745048|136
0000285852|136
0000068048|136
0000012523|136
0000068447|136
43-1847878|136
0000014851|136
0000021525|136
0000017543|136
0000090268|135
0000016666|135
0000068629|135
0000026393|135
0000150727|135
0000028747|135
0000020568|135
0000019143|135
0000012163|134
0000017094|134
0000024165|134
0000001720|134
0000058228|134
0000724744|134
0000009229|134
0000704307|134
0000024465|134
0000790543|134
0000018394|134
0000713248|134
0000002643|133
0000015264|133
0000023797|133
0000015465|133
0000068540|133
0000028866|133
0000398837|133
0000060239|133
31-0985486|133
0000705313|133
0000012456|133
0000017443|133
0000004097|133
0000068494|133
0000058564|133
0000000808|132
0000058705|132
0000008234|132
0000783910|132
0000066851|132
0000067951|132
0000009997|132
0000068666|132
0000015572|132
0000015657|131
0000005425|131
0000001074|131
0001161029|131
0000062801|131
0000058483|131
0000068244|131
0000022020|131
0000067720|131
0000025140|131
0000068654|131
0000011694|131
0000000176|131
0000001787|131
0000009245|131
26-3524537|130
0000015593|130
0000935111|130
0000065513|130
0000021060|130
0000024026|130
0000011793|130
0000011151|130
45-5139677|130
0000001164|130
0000018171|130
0000068658|130
0000704347|130
0000067132|130
0002304636|129
0000009719|129
0000062347|129
0000015037|129
20-3878295|129
0000004042|129
0000153054|129
0000017563|129
0000061604|128
0000704846|128
0000005288|128
0000015632|128
0000016265|128
0000026511|128
0000658924|128
0000016101|128
0000014056|128
0000023523|128
0000007217|128
81-2244977|128
0000057026|128
0000057973|127
0000029875|127
0000700108|127
0000065503|127
0000057971|127
0000005673|127
0000068257|127
0000001376|127
0000024660|126
0000006922|126
0000058541|126
0000026411|126
0000030704|126
0000068576|126
0000710176|126
0000066529|126
0000067481|126
58-2440506|125
0000015799|125
0000008560|125
0000007586|125
0000015146|125
95-4399912|125
0000004235|125
0000000175|125
0000026922|125
0000702528|125
0001008674|125
0000029995|125
0000035123|125
0000018761|125
0000064482|125
0000002710|125
0000920854|124
0000014778|124
0000011507|124
0000001509|124
0000006032|124
0000061758|124
0000001464|124
0000021610|124
0000017598|124
0000017676|124
0000000352|124
3931809996|123
0000552059|123
0000015209|123
0000718109|123
0000000898|123
0000058074|123
0000012617|123
0000067017|123
0000061759|123
0000000389|123
0000711520|123
0000017057|123
0000068679|123
0000004118|122
0000004616|122
0000011286|122
0000035043|122
0000001733|122
0000024239|122
0000353238|122
0000703786|122
0000029981|122
0000022526|122
0000060428|122
33-0106473|122
0000010886|122
0000017906|122
0000068559|122
0000061090|122
0000008039|121
0000022114|121
7573700002|121
0000011310|121
0000701673|121
25-1567314|121
0000020394|121
14-1667104|121
0000017327|121
0000058631|121
0000005866|121
0000029281|121
0000028471|121
0000006212|121
0000061664|121
20-4273610|121
0000060466|120
33-0801082|120
0000012346|120
0000011466|120
0000065565|120
0000009734|120
0000005924|120
0000031905|120
0000058452|120
0000015323|120
1151100005|120
0000001911|120
0000000296|120
0000005892|119
0000001015|119
0000024516|119
86-0628165|119
0000003218|119
0000017937|119
0000002730|119
0000024780|119
63-0901920|119
0000001792|119
0000024540|118
0000060852|118
0000009915|118
0000023144|118
0000060913|118
0000060747|118
0000066992|118
0000016643|118
0000058249|118
0000058054|118
0000001296|118
0002787770|118
0000015817|117
0000012230|117
81-0611149|117
0000023771|117
0000011674|117
0000063805|117
0000013573|117
0000947776|117
11-3399725|117
0000030976|117
0000012190|117
0000005579|117
0000574079|117
0000064283|116
0000164331|116
0000013821|116
0003248849|116
0000003256|116
0000013946|116
0000066973|116
0000057069|116
0000007960|116
0000023603|116
0000011355|116
0000003440|116
0000011519|116
0000022520|116
0000024501|116
0000022280|116
0000018237|115
0000012267|115
0000012957|115
0000000046|115
0000028701|115
0000000887|115
0000058127|115
0000314444|115
0000058739|115
0000790534|115
0000008063|115
0000009643|115
0000058458|115
0000012514|115
0000000307|115
0000028790|114
0000014730|114
0000010434|114
0000022034|114
0000013677|114
0000508355|114
82-0953703|114
0000014821|114
0000008468|114
0000029535|114
0000009378|114
0000001104|114
0000060406|113
30-0835278|113
0000016039|113
66-0677190|113
0000001759|113
0000060279|113
0000807348|113
0000190451|113
0000005168|112
0000029941|112
0000058432|112
0000539340|112
0000011254|112
0000035005|112
7020900006|112
0000010476|112
0000010467|112
0000062755|112
0000007153|112
0000008295|112
0003607062|112
0000708089|112
0000678744|112
0000013121|112
0000067895|112
0000009373|112
0000067894|112
0000023092|112
0000007768|112
0000016400|112
0000034517|111
0000068452|111
0000707674|111
0000003722|111
41-2062039|111
0000009230|111
0000001936|111
0000025127|111
0000063828|110
0000012330|110
0000019106|110
26-0012825|110
0000033880|110
0000017828|110
0000002444|110
0000010011|110
0000747257|110
0000068683|110
0000671053|110
41-2232111|110
52-1075143|110
33-0650958|110
0000035365|109
0000615217|109
0000015699|109
0000064884|109
0000012425|109
0000007448|109
0000015072|109
0000068511|109
0000090308|109
0000839255|109
0000368522|109
0000005086|109
0000015379|109
0000058558|109
0000058615|109
75-2664846|108
0000003264|108
0000066886|108
0000017262|108
7230000003|108
0000024029|108
0000012805|108
0000024542|108
0000065491|108
0000060787|108
0000068298|108
0000013731|108
0000068432|108
0000017990|108
0000705138|107
0000014775|107
0000005815|107
54-1469169|107
0000061619|107
0000013305|107
0000009326|107
0000701904|107
0000021593|107
0000011312|107
0000060435|107
0000027968|107
0000020429|107
0000001654|107
0000007776|107
0000034074|107
0003419416|107
0000015673|107
0002119773|107
0000386852|107
0000013020|106
0000004164|106
0000061995|106
0000018616|106
0000869663|106
0000019687|106
0000012331|106
0000704656|106
0000063573|106
0000023004|106
0000058220|106
0000012361|106
0000013919|106
0000058874|106
23-2689725|106
0000030313|106
0000707794|106
76-0780998|106
0000017174|106
0000019447|105
0000213912|105
0000011306|105
0000057944|105
0000707703|105
0000022537|105
0000090191|105
0000007835|105
0000010860|104
0000060189|104
0000014184|104
1259900001|104
0000015161|104
0000060608|104
0000024632|104
0000024464|104
0000003962|104
0000024421|104
0000015104|104
0000015995|104
0000011608|104
0000061677|103
66-0699600|103
0000018389|103
0000014894|103
0000008491|103
0000060700|103
0000027955|103
0000024746|103
0000012406|103
0000014607|103
0000018175|103
0000012959|103
0000068573|103
0000068493|103
0000024753|102
0000057684|102
0000006417|102
0000947628|102
0003350658|102
0000686459|102
0000034944|102
0000058279|102
32-0293417|102
0000010958|102
0002580243|102
0000064332|102
0000009247|102
0000011448|102
0000973364|102
0000028068|102
0000024888|102
0000066374|101
0002847432|101
0000003738|101
0000067804|101
0000016968|101
0000062665|101
0000020007|101
0000013637|101
0000061387|101
0000705141|101
0000015417|101
0000009751|101
0000000174|101
0000031900|101
20-8157645|101
0000030903|101
0000004675|101
0000706254|101
0000015701|101
0000013596|101
0000005962|100
0000017841|100
0000022971|100
0000495419|100
0000016723|100
0000058390|100
0000276645|100
0000028157|100
0000067982|100
0000717528|100
0000009079|100
0000033147|100
0000014025|100
0000062918|100
0000021920|99
0000011886|99
0000002448|99
0000327855|99
0000016360|99
0000000267|99
0000057923|99
0000001398|99
0000009295|99
0000014679|99
0000002302|99
0000024378|99
0000062812|99
0000066733|99
0000022139|99
0000014744|99
0000019215|99
0000002847|99
0000009998|99
0002687133|99
0000002503|99
0000701950|99
0000068445|99
0000024470|99
0000026570|99
0000060543|99
0000014690|98
0000018418|98
0000005974|98
0000024456|98
0000017874|98
0000008936|98
0000011601|98
0000008762|98
0000700244|98
0000023498|98
0000011343|98
0000014352|98
0000024920|98
0000016810|97
0000008980|97
0000021716|97
0000008671|97
0000003945|97
0000005658|97
36-4771976|97
0000018592|97
0000015038|97
0000066449|97
0000026516|97
0000067837|97
0000006194|96
0000172457|96
0000008810|96
0000008546|96
0000030121|96
0000013682|96
