83-0368862|1192
0000000253|1188
20-4514405|1184
0000013421|1184
52-1867436|1184
0000001022|1178
0000717079|1174
0000024063|1173
0000005854|1170
0000013879|1168
0000062848|1158
0000702454|1156
0000701437|1150
27-4588183|1150
4264709990|1149
0004210227|1149
0000025093|1144
0000068362|1143
04-3694338|1142
0000068659|1139
0000601416|1135
47-3632618|1135
0000020250|1133
26-3249727|1125
0003351440|1124
0002193616|1123
0000023623|1120
57-0761331|1113
0000139656|1113
0000068651|1112
45-4889921|1110
27-0019832|1110
0000090160|1110
7272800006|1109
0000708384|1106
33-0834150|1101
0000034980|1101
0000000159|1101
0000008136|1101
0000000051|1097
0000751656|1095
33-0508282|1092
0000005582|1089
36-3575871|1087
94-2229242|1087
0000068278|1086
0000014207|1085
0000703896|1084
0000012773|1083
95-4588714|1083
0000097069|1080
54-1094297|1079
0000002221|1078
0000003654|1076
0000005750|1074
0000024080|1074
0000001520|1074
0000068186|1073
0000066777|1071
0000005621|1069
0000030698|1069
1173900006|1069
20-1792214|1067
0000011971|1067
46-2738255|1065
0000006207|1064
0000019459|1063
0000068429|1062
39-1460253|1061
0000024708|1060
0000001884|1055
0000068670|1050
30-0809647|1049
95-4482547|1049
26-1234082|1047
47-0376012|1042
0000002782|1039
0000010248|1037
46-2297312|1026
26-4803398|1025
65-0782023|1025
0000021573|1019
0000035295|1019
0000019307|1019
0000068416|1018
0000068681|1017
0000506249|1016
47-0834560|1015
0000066841|1014
0000061755|1013
0000026967|1013
0000060380|1013
0000068663|1010
4725909994|1007
0000506922|1007
20-5913596|1003
83-0446200|1003
22-3747694|1001
0000061093|996
0461607493|990
0000001493|990
20-8802502|988
0000018208|984
0000063829|983
0000057377|980
0000004596|980
0000582953|980
0000001039|973
38-2799035|972
2439300004|972
0000002285|966
0000066343|962
0000002099|959
0000022468|959
20-4136310|958
1125900008|955
72-0593959|953
0000714544|953
0000006328|949
47-1853960|949
0000009155|947
0000067297|947
0000074140|945
0000012517|945
1227300009|943
0000024297|938
0000067619|935
0000000948|935
95-4234730|935
0000001040|934
13-3670961|931
0000025106|929
0000005263|928
54-1874129|927
0000001718|926
95-4248183|926
20-8190898|924
0000048374|924
0000936855|923
0000063004|922
75-2585326|922
5556209999|922
0000090250|922
0000861304|920
0000015359|920
0000022949|918
54-1969262|917
0000018199|917
84-1553724|917
0000003657|914
0000002068|912
0000066703|911
0000453446|909
0000964700|908
0000066752|905
0001187001|904
0000020818|903
0000342410|902
27-2070732|900
0000010045|899
0000018429|897
35-2180985|897
03-0365685|895
04-3243815|894
80-0312140|894
0000014740|892
26-0728895|892
0000060717|891
0000068631|891
0000539032|889
47-2469140|884
0000019628|883
27-4626537|883
05-0447801|882
3418909997|881
0000011406|880
0000026333|879
0000001027|877
0000027744|876
0000005581|876
0000007799|876
0000068574|876
27-3049738|873
0000017943|871
0000577128|871
45-5523107|870
7053700008|870
0000026467|869
0000018012|867
0000019506|866
26-2926983|864
87-0788512|859
41-1956286|858
30-0382471|857
0000702518|857
47-3490361|856
0000020369|855
0000009007|854
0000005561|854
0000013198|849
0000007397|849
0000015970|849
0000023041|846
0000063757|844
0000015310|844
0000024405|844
81-2566626|843
0000003413|841
0000068391|840
0000063283|839
3833709994|838
0000021943|838
0000000857|835
38-1358859|834
0001093317|834
51-0654034|833
0002353595|833
0000717868|833
0000018708|832
0000000258|831
0003913147|830
0000068510|828
1047300008|828
0000005400|827
0000066364|827
0000014158|823
33-0649866|822
45-3143795|821
0000023091|820
0000034888|818
0000001747|817
0003918898|817
0000398350|815
26-1146120|813
0000005737|811
0000012969|811
0000025053|807
0000002515|805
0000011112|805
43-0951349|804
0000012010|804
46-3525878|803
0000014843|803
1411700003|801
0000067928|800
0000029657|798
0000693224|797
0000021389|796
0000062715|796
31-1060110|795
0000090175|795
46-2981456|795
0000712609|794
88-0500878|792
20-8803449|792
0000035186|790
0000068375|786
0000066373|786
22-3048514|785
0000024887|785
0000408642|783
0000014251|783
0003412417|783
0000012946|783
84-1628152|783
0000000172|782
95-4830207|780
0000030464|780
63-1052225|778
20-5604550|778
0000014359|778
0000702818|777
0000013778|775
0000003130|775
0000852544|774
0000023901|772
0000090183|770
37-1361315|770
2126300006|770
0000018149|769
0000060137|769
26-2637667|760
0000061077|757
0000068660|757
1097500000|755
38-3305907|755
0000017012|754
84-1347792|754
04-3508773|752
0000027237|751
0000004975|749
0000596848|748
0000035456|746
0000022134|746
0000544652|745
0000068398|742
0000000566|742
0000066370|742
0000068085|742
0000068353|741
0000001941|741
0000001414|741
0000064552|740
0000016470|740
0000027614|740
0000060062|739
27-3627801|739
0000015429|739
0000068577|739
0000001261|737
0000068604|737
0000024410|735
0000060806|734
0000020161|733
0000062659|733
0000082794|727
0000299046|727
3444109999|726
0000090196|726
95-4535105|725
0000024688|724
0000027078|724
0000027244|723
0000058580|721
76-0573460|720
0000065788|719
0000000446|719
47-2137405|719
0000068219|719
33-0816610|719
0000003804|718
0000853952|717
0000024849|716
0000000644|716
03-0486044|716
0000057607|715
0219309999|714
0000033826|714
0000068315|714
0000035345|713
0000062562|713
0000062474|712
0000272272|710
0000004009|709
0000001617|708
0000060784|707
0000019772|706
0000007238|705
0000657459|704
0000000958|703
0000028670|703
35-2352369|702
0000004584|702
0000024360|701
20-3388468|701
0000012396|701
75-2821496|700
0000004284|700
0000014816|699
0000002540|699
0000374653|699
11-3468642|698
0000013392|697
27-1026893|697
0000708146|693
0000542528|692
0000014078|691
46-0530020|690
0000020078|690
0000066158|690
0000002232|690
0000010933|687
0000002725|686
0000017623|685
0000062728|684
0000063440|684
0000030056|683
1004900001|683
0000223322|683
04-3554784|683
38-3922561|682
0000030544|682
0000012761|680
20-0137049|680
0000765019|679
0000126553|679
0000067390|676
0000058088|674
75-2623852|674
0000020042|672
0000546544|671
0000008333|671
0000008235|670
0000057135|670
0000060497|670
0000024438|667
0000423458|667
0000067173|666
5183509992|666
1642200007|666
0000024560|666
0000007506|664
0000024877|663
0000700057|660
31-1484057|660
0000016574|657
0000004035|656
0000000324|656
27-2114578|656
0000702190|655
80-0801750|653
0000018763|653
0000002711|653
0000060143|651
0000884303|649
13-4127143|647
46-2835513|647
0000716833|647
0000003304|646
0000877369|644
0000015752|643
0000008785|643
0000028614|642
0000068061|642
04-4354554|641
0000006178|640
7107600005|640
27-0894121|639
0000007569|639
0003120646|637
0000978118|637
0000187947|636
0000012591|635
0000002315|635
0000008554|634
0000034363|633
0000564977|633
81-0615913|633
0000024349|632
0000027362|632
0000061522|632
36-3679626|631
0000010004|629
0000031445|628
0000002734|628
73-1432800|626
0000034618|626
0000062047|624
0000139843|623
0000058577|623
0000057993|623
0000058719|622
0000023903|622
0000034047|622
0000024854|621
31-1488064|620
20-1830388|619
0000011666|617
0000028262|616
0001387203|616
3840409990|616
58-2442998|616
0000339773|615
0002354985|615
0000061797|615
0000009064|614
0000060153|614
0000009632|614
0000022592|614
0000061503|613
39-1447979|613
46-2884509|613
26-2195788|612
52-2304304|611
0000034121|611
0000011444|611
0000066331|611
0000002760|610
7079100007|609
0000018238|609
0000033503|608
0000017870|608
0000009923|607
39-1856165|607
0000256553|607
0000063832|606
0000007699|605
0000060790|604
31-1640871|604
0000021292|603
0000008878|602
0000019531|602
0000062978|602
11-2975713|601
0000914648|601
0000653648|601
0000001427|599
0000068644|597
0000031084|596
01-0737466|595
0000067696|595
81-1250682|594
65-0924915|593
65-1038507|593
0000011729|593
0000068632|592
0000068457|591
20-2272566|590
0000066479|589
0000874845|587
0000026403|587
36-4569955|586
0000060484|585
0000029011|584
7140500002|584
0000060275|583
0003019982|581
0000062509|580
63-1005978|580
0000026799|579
0000034533|578
0000706568|578
0000001950|578
0000013126|577
0000024802|577
0000010754|577
47-3705377|576
0000068588|576
0000717974|576
0000016546|574
0000067389|573
0000703879|573
0000021265|572
0000004580|572
0000002036|571
0000013443|571
0000012072|570
26-1442480|570
34-1815339|569
0000435750|569
0003783948|569
0000000151|565
0000009408|563
0000008892|562
59-3225526|562
0000101671|561
0000057228|560
0000090213|559
7166300005|559
20-0304793|558
32-0306914|558
0000068421|557
0000703235|556
0000011573|556
0000024369|556
0000067605|556
0000024748|555
0000017611|552
0000000435|552
93-1301081|551
81-4312733|550
27-2105834|549
38-3799175|548
46-4770767|546
20-1875448|546
0000020666|545
0000833404|545
0000029012|545
0001445943|544
1052700008|543
20-0740151|543
0000018569|543
0000671464|542
0000702808|542
0000590220|542
0000713926|542
0000024312|541
0000017233|541
20-2485875|540
0000068560|540
52-1720545|540
22-3626334|540
0000000060|539
0000125471|538
0000015697|537
27-1438405|537
1961000006|537
0000063057|536
26-1117897|536
20-0142846|536
0000000734|536
0000061623|535
0000019953|535
0000001696|533
0000068322|533
0000026517|533
0000015292|532
25-1613078|532
0000090253|532
0000704167|532
0000717893|531
26-2851612|530
45-2481499|530
0000702130|529
54-2096352|529
43-1756500|528
0000022876|528
0000700450|528
46-0429381|527
0000068453|527
0000060087|527
27-1970388|527
0000009976|527
0000023622|527
0000008141|526
0000005969|524
0000022257|524
0364226027|523
26-0399209|522
0000068678|522
0000027408|522
0000030401|522
0000016160|521
20-5741925|521
16-1313078|521
0000011438|520
0000001976|519
0000005598|517
0000706164|517
95-4769926|517
0000097084|516
7049700008|516
20-4929859|516
0000014991|516
0000009788|515
0000115575|513
02-0640271|512
33-0633741|512
26-1242154|511
0000096069|510
46-3331326|510
0000090140|510
0000023992|510
0000005547|510
0000014565|510
0000061437|509
95-4462959|508
0000711025|508
0000854454|508
0000064778|508
0000846619|508
0000060103|507
0000068581|507
0000007361|507
0000068271|507
0000063268|507
0000030076|505
52-2084053|505
0000014371|504
0000033510|504
0000059070|504
0000027286|503
0000014240|503
0000058408|503
0000009343|502
0000008709|502
0000065282|501
75-1791492|501
0000005851|499
33-0594693|499
0000006775|497
91-1441009|497
91-1569077|496
0000058647|496
0000065644|495
0000016221|494
0000068583|494
0000005840|494
80-0860209|494
0000886624|493
0000017964|493
0000014382|492
0000090206|491
20-3708208|491
0002182786|491
76-0718556|491
22-3537421|490
0000714970|490
0000060978|490
0000058309|490
0000060216|490
0000004281|490
0000207872|490
0000024034|489
36-4489176|489
0000017374|489
0000068372|489
46-2886385|489
65-0738229|488
87-0481540|487
0000090215|486
0000014869|486
0000065728|486
0000015766|485
20-5113139|485
0000009366|484
0000019416|484
0000066157|483
0000021906|483
0000065291|481
0000009123|481
0000019943|481
0000004789|480
0000010619|480
0000010307|480
0000090290|480
0000067535|480
7325600006|480
0000504311|480
0000014140|480
0000590976|479
0000057451|479
7248700009|479
0000002449|479
0000064203|478
0000068458|477
0000024710|477
56-1750551|477
0000703912|475
0000008774|474
0000017743|473
0000000686|473
45-4156623|472
26-1796172|472
59-3378746|472
0000067248|472
1360809998|472
0000094522|471
77-0174529|471
0000024584|470
0000018195|469
0000005676|469
0000008698|469
11-3217224|468
59-3256287|468
0000480808|468
0000033845|467
27-0812934|467
0000802866|465
0000006635|465
0000027235|465
0000701158|464
0000058675|464
6451209990|464
0000427241|464
0000067269|464
0000062897|464
34-2027742|463
0000023681|463
0000028765|463
58-0521233|463
0000011868|462
0000150035|461
47-1922435|461
0000062568|460
0000017282|460
16-1779015|460
0000027394|459
0000001426|458
0000014369|458
0000003454|457
0000000340|457
47-3963992|457
0000012765|457
0000061708|456
0000701409|456
0000068239|456
0000001435|456
0000020184|456
0000064084|455
41-1981350|454
0000498317|454
0000033450|453
0000028599|453
0000700007|452
0000009889|451
0000010920|451
0000068413|450
86-0766296|450
27-3027124|450
0000030090|449
0000030117|449
0000007748|448
3030909998|448
0000028453|448
0000001117|447
0000728742|447
0000009327|446
0001097267|445
0000090211|445
0269330007|445
0000546003|445
0000012611|444
0000066538|442
0000463650|441
0000057071|440
0000005481|440
45-3508295|440
0000068476|440
0000009678|440
0000007514|439
0000068196|439
11-2961751|439
0000068657|439
0000718028|438
0000023293|438
0000016026|437
0000015738|437
0000000609|437
0000010956|437
0000003951|437
0000017914|437
0000015032|437
0000024831|436
0000024658|436
0000057997|436
0000027757|434
84-1674410|433
47-0847332|433
0000324340|432
88-0508228|432
0000011236|431
0000007848|431
0000060931|431
0000058629|430
0000062881|430
0000068656|430
0000022128|429
20-1399886|429
0000066327|429
0000016402|429
0000007000|428
0000000228|428
0000033758|428
0000062542|427
0000017749|427
0000236706|427
0000058596|427
0000065032|426
0000010600|426
0000028116|426
0000014168|426
47-5349678|425
0000717954|425
0000010066|425
0000020412|425
0000027599|424
0000014062|424
61-1388642|423
0000030439|423
7548100004|422
0000068428|422
0000005716|422
0000064896|421
0000064471|421
0000590248|421
0000013345|420
0000061447|420
0000013454|419
0000013622|419
0000009508|418
0000017043|418
0000062031|417
0000066998|417
0000011111|417
0000856748|417
0000034120|417
0000030470|416
0000447100|416
0000068437|415
0000016375|415
27-0993345|415
0000068485|415
0002771694|415
0000014109|414
0000012769|414
0000024604|414
0000816210|413
0000058727|413
0000000079|412
86-0716784|412
0000007472|412
22-2470496|412
0000008426|412
0000066884|411
02-0687335|411
0000028405|411
1765100005|411
0000012181|410
0000008149|410
0000001265|409
0000014347|409
0000058020|409
0000014578|409
0000062574|408
0000068251|408
26-0848316|408
0000022769|408
76-0644857|407
0000023620|407
0004185099|407
03-0488052|407
0000012855|406
0000121679|406
0000738303|405
0000061810|405
0000027552|405
0000060057|405
47-4523507|404
0000064271|404
2328500008|403
11-2637419|403
0000028151|403
0000058640|402
0000717968|402
0000016858|401
0000005754|401
45-4595995|401
22-3753355|401
11-3616531|400
46-3309415|400
0300217804|400
0000744238|399
0003415463|399
30-0889616|398
0000034606|398
0000019690|397
0000004968|397
0000014969|397
0000034102|397
0000020068|396
0000060721|396
0000062504|395
0000024254|394
0000002240|394
0000058210|394
0000009095|393
0000680457|393
0000060520|393
0000312244|391
0000013625|391
0000019608|391
0000058244|390
0000004738|390
0000002360|389
0000015302|388
0000063602|388
0000705339|388
0002736451|388
61-1763484|388
0000068394|387
0000003727|387
0000016617|387
0000326979|387
0000068223|386
0000014619|386
74-3050221|386
0000210434|385
84-1607068|384
0000010465|384
66-0427030|384
0000029523|384
0000058556|384
0000068558|384
0000061330|384
0000097103|384
0000705278|383
0000007598|383
0003532641|382
0000010023|382
0000017040|382
0000025116|382
0000030270|382
0000015091|382
0000015882|381
30-0376657|381
0000015565|381
0000008797|380
0000060936|380
0000022394|379
0000010534|379
47-0903141|379
0000018213|378
0000014633|378
0000007916|377
47-3619422|377
26-4558390|376
0000011807|376
0000012067|376
0000019795|376
0000024858|376
76-0629353|375
